N/A;USD TO AUD 1M FWD PTS - EXCHANGE RATE;USD TO AUD 3M FWD PTS - EXCHANGE RATE;USD TO AUD 6M FWD PTS - EXCHANGE RATE;USD TO AUD 9M FWD PTS - EXCHANGE RATE;USD TO EUR 1M FWD PTS - EXCHANGE RATE;USD TO EUR 3M FWD PTS - EXCHANGE RATE;USD TO EUR 6M FWD PTS - EXCHANGE RATE;USD TO EUR 9M FWD PTS - EXCHANGE RATE;USD TO NZD 1M FWD PTS - EXCHANGE RATE;USD TO NZD 3M FWD PTS - EXCHANGE RATE;USD TO NZD 6M FWD PTS - EXCHANGE RATE;USD TO NZD 9M FWD PTS - EXCHANGE RATE;SEK TO USD 1M FWD PTS - EXCHANGE RATE;SEK TO USD 3M FWD PTS - EXCHANGE RATE;SEK TO USD 6M FWD PTS - EXCHANGE RATE;SEK TO USD 9M FWD PTS - EXCHANGE RATE;NOK TO USD 1M FWD PTS - EXCHANGE RATE;NOK TO USD 3M FWD PTS - EXCHANGE RATE;NOK TO USD 6M FWD PTS - EXCHANGE RATE;NOK TO USD 9M FWD PTS - EXCHANGE RATE;USD TO GBP 1M FWD PTS - EXCHANGE RATE;USD TO GBP 3M FWD PTS - EXCHANGE RATE;USD TO GBP 6M FWD PTS - EXCHANGE RATE;USD TO GBP 9M FWD PTS - EXCHANGE RATE;JPY TO USD 1M FWD PTS - EXCHANGE RATE;JPY TO USD 3M FWD PTS - EXCHANGE RATE;JPY TO USD 6M FWD PTS - EXCHANGE RATE;JPY TO USD 9M FWD PTS - EXCHANGE RATE;CAD TO USD 1M FWD PTS - EXCHANGE RATE;CAD TO USD 3M FWD PTS - EXCHANGE RATE;CAD TO USD 6M FWD PTS - EXCHANGE RATE;CAD TO USD 9M FWD PTS - EXCHANGE RATE;CHF TO USD 1M FWD PTS - EXCHANGE RATE;CHF TO USD 3M FWD PTS - EXCHANGE RATE;CHF TO USD 6M FWD PTS - EXCHANGE RATE;CHF TO USD 9M FWD PTS - EXCHANGE RATE;CHF TO USD (LSEG DS) - EXCHANGE RATE;EURO TO US $ (RFV) - EXCHANGE RATE;CAD TO USD (LSEG DS) - EXCHANGE RATE;AUD TO USD (LSEG DS) - EXCHANGE RATE;NZD TO USD (LSEG DS) - EXCHANGE RATE;GBP TO US $ (LSEG DS) - EXCHANGE RATE;JPY TO USD (LSEG DS) - EXCHANGE RATE;NORWEGIAN KRONE TO US $ (WMR) - EXCHANGE RATE;SWEDISH KRONA TO US $ (WMR) - EXCHANGE RATE;Gold, USD FX Comp. U$/Troy Oz;Silver Commodity Cash Spot;Platinum,Free Market $/troy oz;Palladium, USD FX Comp. U$/Troy Oz
Code;AUD1MFP;AUD3MFP;AUD6MFP;AUD9MFP;EUR1MFP;EUR3MFP;EUR6MFP;EUR9MFP;NZD1MFP;NZD3MFP;NZD6MFP;NZD9MFP;SEK1MFP;SEK3MFP;SEK6MFP;SEK9MFP;NOK1MFP;NOK3MFP;NOK6MFP;NOK9MFP;GBP1MFP;GBP3MFP;GBP6MFP;GBP9MFP;JPY1MFP;JPY3MFP;JPY6MFP;JPY9MFP;CAD1MFP;CAD3MFP;CAD6MFP;CAD9MFP;CHF1MFP;CHF3MFP;CHF6MFP;CHF9MFP;TDCHFSP;EUDOLLR;TDCADSP;TDAUDSI;TDNZDSI;TSUSDSP;TDJPYSP;NORKRO$;SWEKRO$;GOLDUSD;SILVCSP;PLTFREE;PALLUSD
22.11.2002;-16.7;-48.2;-92.7;-134.5;-15.6;NA;NA;NA;-19.25;-56.05;-108.7;-158;211;NA;NA;NA;357.5;981;982;910;-34.05;-100.15;NA;NA;-14;-44.85001;NA;NA;20.05;57;113.5;163;-8.45;NA;NA;NA;1.4768;1.0009;1.5782;1.77452;1.9885;0.6329;122.835;7.3123;9.0176;321.0498;4.54;592;273
25.11.2002;-17.1;-47.55;-92.4;-134.1;-15.1;NA;NA;NA;-4.31;-55.45;-108.13;-158;206.5;NA;NA;NA;346;981;982;910;-32.55;-99.39999;NA;NA;-14.15;-44.85001;NA;NA;19.15;57;112.5;164;-8.15;NA;NA;NA;1.4859;1.00776;1.5733;1.78614;2.004;0.639;122.13;7.3612;9.0931;318.0999;4.48;588;262
26.11.2002;-17;-47.15;-91.5;-134.5;-15.72;NA;NA;NA;-19.55;-55.15;-108.5;-157.5;213.5;NA;NA;NA;368.5;981;982;910;-35.15;-98.25;NA;NA;-14.7;-44;NA;NA;18.7;56.75;112;164;-8.85;NA;NA;NA;1.4836;1.00725;1.5756;1.78587;2.0173;0.644;121.61;7.3286;9.1114;318.1499;4.44;587;266
27.11.2002;-16.2;-46.75;-91.05;-132.4;-15.8;NA;NA;NA;-19.55;-55;-108.13;-156.5;213.5;NA;NA;NA;369;981;982;910;-34.95;-97.95;NA;NA;-14.98;-44.75;NA;NA;19.35;56.2;112.5;165.5;-8.85;NA;NA;NA;1.4895;1.01041;1.5725;1.79601;2.0276;0.64625;122.325;7.3569;9.1507;317.2998;4.43;584;266
28.11.2002;-16.05;-46.32;-91.5;-132.5;-14.99;NA;NA;NA;-18.75;-54.05;-106.6;-156.75;210.5;NA;NA;NA;360;981;982;910;-33.35;-97.55;NA;NA;-17.6;-44;NA;NA;19.35;56;112.5;165;-9.1;NA;NA;NA;1.48395;1.00502;1.5728;1.79243;2.0125;0.6446;122.225;7.3336;9.1199;317.8999;4.43;584;264.5
29.11.2002;-16;-46.3;-91.4;-133.5;-14.7;NA;NA;NA;-18.65;-54.35;-107;-157;208.5;NA;NA;NA;360.5;981;982;910;-33.55;-97.85001;NA;NA;-17.82;-44.25;NA;NA;18.55;56;111.5;165;-9.05;NA;NA;NA;1.483;1.00523;1.5649;1.78857;2.0064;0.6422;122.55;7.3235;9.0654;319.0498;4.44;592;262
02.12.2002;-16.5;-46.45;-92.35;-135.3;-15.45;NA;NA;NA;-19.35;-54.55;-108.35;-159;228.5;NA;NA;NA;380.5;981;982;910;-35.75;-98.25;NA;NA;-17.68;-45.02499;NA;NA;18.65;56;112.5;166;-9.75;NA;NA;NA;1.47655;1.00583;1.5564;1.78794;2.0032;0.64175;124.545;7.3049;9.0661;317.7998;4.44;592;263
03.12.2002;-16.07;-46.65;-92.25;-135.9;-13.94;NA;NA;NA;-17.5;-54.5;-108.6;-160.5;222.5;NA;NA;NA;366.5;981;982;910;-34.18;-97.89999;NA;NA;-17.27;-45.25;NA;NA;18.95;55.4;111.5;166;-9.2;NA;NA;NA;1.4774;1.00271;1.5572;1.78859;2.0064;0.63695;124.565;7.2842;9.059;320.8499;4.54;591;263
04.12.2002;-16.1;-46.9;-91.5;-135.1;-13.85;NA;NA;NA;-18.9;-55.35;-108.6;-160;215.5;NA;NA;NA;353.5;989;982;910;-33.3;-98.2;NA;NA;-16.55;-45;NA;NA;18.95;55.5;111.5;164;-9.15;NA;NA;NA;1.472;1;1.5605;1.78218;1.9908;0.6369;124.595;7.27;9.0668;322.25;4.57;592;255
05.12.2002;-16.07;-46.45;-91.35;-134.1;-13.1;NA;NA;NA;-18.95;-27.9;-54.8;-54.6;193;NA;NA;NA;357;991;982;910;-33.6;-99.45;NA;NA;-16.77;-45.45;NA;NA;18.25;55.25;111;166;-9.05;NA;NA;NA;1.4701;0.9994;1.5614;1.7829;1.9889;0.6363;124.84;7.2815;9.0621;324.5999;4.63;594;251.5
06.12.2002;-16.1;-46.7;-91.4;-133.8;-13.2;NA;NA;NA;-20;-54.95;-109;-160;192.5;NA;NA;NA;352.5;972;982;910;-33.55;-98.89999;NA;NA;-16.45;-44.55;NA;NA;18.65;56;114;172;-9.15;NA;NA;NA;1.4572;0.99216;1.565;1.78361;1.992;0.6343;123.52;7.2175;9.0027;326.25;4.64;597;251
09.12.2002;-16.7;-46.95;-92.1;-135;-14.25;NA;NA;NA;-19.7;-55.3;-110.25;-162.3;204.5;NA;NA;NA;374;972.5;982;910;-35.65;-98.64999;NA;NA;-17.88;-44.45;NA;NA;18.55;56;112.5;168.5;-9.75;NA;NA;NA;1.4576;0.99256;1.5628;1.77621;1.9865;0.6331;123.36;7.2602;9.0151;326;4.61;600;248
10.12.2002;-16.25;-46.85;-91.8;-135.1;-13.8;NA;NA;NA;-19.15;-55.4;-110.55;-163.5;199;NA;NA;NA;363;965;982;910;-34.55;-98.35001;NA;NA;-17.52;-44.425;NA;NA;19.65;56.2;114;172;-9.55;NA;NA;NA;1.4608;0.99069;1.5603;1.77491;1.9952;0.6366;123.755;7.2651;9.0266;323.75;4.61;599;248.15
11.12.2002;-16.25;-47.35;-91.8;-134.25;-13.48;NA;NA;NA;-19.25;-56.1;-110.05;-163;194.5;NA;NA;NA;329.5;910;982;910;-33.55;-98.60001;NA;NA;-17.3;-44.7;NA;NA;19.05;56;113.5;171;-9.6;NA;NA;NA;1.4616;0.99138;1.556;1.78356;1.9881;0.6341;123.64;7.2941;9.0136;324.6499;4.63;594;244.5
12.12.2002;-16.23;-46.9;-92.5;-137.5;-13.7;NA;NA;NA;-19.5;-56.15;-111.6;-165;190;NA;NA;NA;323;893.5;982;910;-34.15;-99.89999;NA;NA;-16.7;-44.75;NA;NA;18.35;55.75;114.5;174;-9.55;NA;NA;NA;1.4501;0.98454;1.5541;1.76663;1.9677;0.63215;122.715;7.2244;8.9727;331.45;4.73;594;243.5
13.12.2002;-16.2;-46.9;-92.6;-135.5;-13.77;NA;NA;NA;-19.6;-56.25;-112;-165.5;191.5;NA;NA;NA;326.5;878;982;910;-34.25;-99.55;NA;NA;-16.6;-44.25;NA;NA;18.35;56.3;114;173;-9.05;NA;NA;NA;1.4435;0.97857;1.5603;1.76596;1.9497;0.62915;120.475;7.1745;8.9427;333.1499;4.7;602;239.65
16.12.2002;-17.43;-47.15;-93.35;-136.8;-15.07;NA;NA;NA;-20.8;-56.45;-112.1;-165.5;210;NA;NA;NA;358;871.5;982;910;-37.3;-99.45;NA;NA;-18.25;-44.39999;NA;NA;18.45;55.9;114.5;174;-9.75;NA;NA;NA;1.4431;0.98058;1.5617;1.76947;1.944;0.62845;121.355;7.155;8.9307;336.7798;4.71;604;239.5
17.12.2002;-16.9;-47.1;-93.45;-138.5;-14.95;NA;NA;NA;-20.3;-57;-113.05;-166;199.5;NA;NA;NA;352;862.5;982;910;-36.5;-100.4;NA;NA;-17.85;-44.10001;NA;NA;20.35;56;112.88;173;-9.2;NA;NA;NA;1.4261;0.97135;1.5486;1.75999;1.9346;0.6253;121.27;7.0946;8.8387;336.8799;4.63;607;241.5
18.12.2002;-16.43;-47.53;-92.55;-136;-14.76;NA;NA;NA;-19.65;-57.25;-112.6;-166.5;193.5;NA;NA;NA;335;868.5;982;910;-36.3;-100.8;NA;NA;-17.05;-44;NA;NA;19.45;56;113.5;173;-9.05;NA;NA;NA;1.4255;0.97352;1.5532;1.76956;1.9429;0.624;121.12;7.1072;8.8357;343.6499;4.705;598;246
19.12.2002;-16.35;-47.05;-92.1;-135.25;-14.05;NA;NA;NA;-19.65;-56.65;-112.8;-167;190.5;NA;NA;NA;322;874;982;910;-34.75;-101.95;NA;NA;-15.45;-42.25;NA;NA;19.05;56;114;174;-8.8;NA;NA;NA;1.4231;0.97523;1.55215;1.76825;1.9346;0.6233;120.495;7.1063;8.8751;345.3799;4.71;598;239.5
20.12.2002;-16.35;-47.15;-92.15;-135.2;-13.85;NA;NA;NA;-19.6;-56.85;-113.25;-168;190.5;NA;NA;NA;320.5;860;982;910;-35.15;-99.3;NA;NA;-15.1;-41.75;NA;NA;18.35;56.6;115.5;175.5;-9.15;NA;NA;NA;1.424;0.9738;1.5501;1.76939;1.9395;0.6241;120.41;7.0893;8.867;340.7;4.63;588;229
23.12.2002;-16.38;-47.25;-91.6;-134.5;-13.93;NA;NA;NA;-19.65;-57.4;-112.75;-167.5;195.5;NA;NA;NA;318;865;982;910;-35.05;-101.75;NA;NA;-15.05;-42.25;NA;NA;18.75;56;116;176;-8.8;NA;NA;NA;1.4187;0.9739;1.5518;1.77882;1.9372;0.62765;120.435;7.0756;8.8966;345.8499;4.66;591;230
24.12.2002;-16.4;-47.4;-92;-135;-14.05;NA;NA;NA;-19.65;-57.25;-113;-167;195.5;NA;NA;NA;318;865;982;910;-35.15;-101.55;NA;NA;-15.25;-42;NA;NA;18.35;56;116.5;178;-9.25;NA;NA;NA;1.40905;0.96984;1.5478;1.7771;1.935;0.62695;120.345;7.0434;8.8519;346.8499;4.65;585;235
25.12.2002;-16.4;-47.4;-92;-135;-14.07;NA;NA;NA;-19.65;-57.25;-113;-167;195.5;NA;NA;NA;318;865;982;910;-35.15;-101.55;NA;NA;-14.98;-42;NA;NA;18.35;56;116.5;176;-9.25;NA;NA;NA;1.4059;0.96984;1.5478;1.7771;1.9327;0.6266;120.275;7.0434;8.8519;345.5;4.65;585;229
26.12.2002;-16.45;-46.95;-91.7;-135;-14.07;NA;NA;NA;-19.68;-57;-112.55;-167;197.5;NA;NA;NA;319.5;869;982;910;-35.15;-101.55;NA;NA;-15.57;-42.25;NA;NA;18.35;56;116.5;176;-9.15;NA;NA;NA;1.4016;0.9674;1.5579;1.773;1.9294;0.625;119.96;7.0358;8.8347;349.6299;4.71;585;234
27.12.2002;-16.5;-47.1;-91.3;-134.2;-14.25;NA;NA;NA;-19.65;-57.05;-112.5;-167;196.5;NA;NA;NA;318.5;856;982;910;-35.25;-100.75;NA;NA;-13.82;-40.85001;NA;NA;18.25;55.9;115.5;175;-9.35;NA;NA;NA;1.38995;0.96098;1.5687;1.77775;1.9216;0.6235;119.91;7.014;8.8156;349.2;4.71;592.75;238.75
30.12.2002;-16.43;-47;-91.3;-134.75;-13.9;NA;NA;NA;-20.65;-58.9;-115.75;-171;190.5;NA;NA;NA;318;850;982;910;-35.25;-100.85;NA;NA;-14.07;-40.55;NA;NA;19.15;56.5;116.8;177;-9.25;NA;NA;NA;1.3862;0.95666;1.5773;1.77654;1.8997;0.6231;118.535;6.9597;8.7604;343.7998;4.66;598;238.5
31.12.2002;-16.5;-47.1;-92.1;-136.3;-13.93;NA;NA;NA;-20.75;-58.85;-116;-172.5;193.5;NA;NA;NA;307;845;982;910;-35.55;-101.25;NA;NA;-13.93;-40.25;NA;NA;19.05;56.4;117.5;177.5;-9.3;NA;NA;NA;1.3815;0.95293;1.5727;1.7658;1.9088;0.6202;118.77;6.9278;8.7133;347;4.77;598;238
01.01.2003;-16.5;-47.1;-92.1;-136.3;-13.93;NA;NA;NA;-20.75;-58.85;-116;-172.5;193.5;NA;NA;NA;307;845;982;910;-35.55;-101.25;NA;NA;-13.93;-40.25;NA;NA;19.05;56.4;117.5;177.5;-9.3;NA;NA;NA;1.382;0.95293;1.574;1.7658;1.9048;0.6202;118.74;6.9278;8.7133;347;4.77;598;238
02.01.2003;-16.35;-46.95;-92.15;-135.7;-13.85;NA;NA;NA;-20.05;-57.8;-114.6;-170.5;191.5;NA;NA;NA;300.5;832;982;910;-35.35;-101.95;NA;NA;-14.2;-41.14999;NA;NA;18.85;56.5;117.5;174;-9.4;NA;NA;NA;1.4027;0.96413;1.5673;1.77619;1.9131;0.6273;120.1;7.0062;8.7862;345.6299;4.81;608;235.5
03.01.2003;-16.35;-47.1;-92.8;-136.8;-13.8;NA;NA;NA;-19.85;-57.45;-114;-170;203.5;NA;NA;NA;297.5;819;982;910;-35.05;-100.8;NA;NA;-14.13;-40.5;NA;NA;18.65;57.5;117.5;177;-8.75;NA;NA;NA;1.3984;0.95997;1.564;1.77443;1.8889;0.62135;119.735;6.957;8.7239;351.2;4.87;603;241.55
06.01.2003;-17.23;-47.85;-95.25;-140.7;-14.7;NA;NA;NA;-20.95;-58.75;-116.6;-173;201.5;NA;NA;NA;310.5;808;982;910;-37.55;-101.25;NA;NA;-14.95;-40.55;NA;NA;18.85;57;117.5;176;-9.2;NA;NA;NA;1.392;0.95411;1.5593;1.74303;1.8783;0.6217;119.18;6.9107;8.6754;351.48;4.9;607;244.95
07.01.2003;-16.7;-48;-94.9;-140.2;-14.19;NA;NA;NA;-20.35;-58.5;-116.1;-173.5;196.5;NA;NA;NA;303.5;809;982;910;-37.55;-101.25;NA;NA;-14.5;-40.64999;NA;NA;19.45;56.73;116.6;175;-9.15;NA;NA;NA;1.3995;0.95877;1.5631;1.74197;1.8847;0.6233;120.43;6.9304;8.6838;347.3799;4.8;608.5;241.5
08.01.2003;-16.73;-48.65;-95.55;-141;-13.95;NA;NA;NA;-20.4;-59.4;-117.25;-173.5;190.5;NA;NA;NA;291.5;803;982;910;-34.98;-100.9;NA;NA;-13.85;-40.14999;NA;NA;19.65;57.2;116.5;175;-8.9;NA;NA;NA;1.3877;0.96246;1.5606;1.74734;1.8758;0.6199;119.06;6.9612;8.744;353.6299;4.85;607;259
09.01.2003;-16.85;-48.5;-96.25;-142.3;-13.95;NA;NA;NA;-20.35;-58.5;-116.1;-172.5;189.5;NA;NA;NA;287;805;982;910;-35.65;-102.45;NA;NA;-13.82;-40.45;NA;NA;19.05;57;114.5;172;-8.85;NA;NA;NA;1.3917;0.95429;1.5512;1.72954;1.8744;0.62255;119.32;6.9129;8.7048;353.2798;4.83;620.5;263.65
10.01.2003;-16.9;-48.5;-96.15;-142.5;-13.95;NA;NA;NA;-20.35;-58.75;-116.25;-172.5;190.5;NA;NA;NA;286;785.5;982;910;-36.05;-102.125;NA;NA;-15.1;-40.35001;NA;NA;19.15;58;118.5;178;-8.7;NA;NA;NA;1.38025;0.94949;1.5449;1.72399;1.8636;0.62205;119.28;6.8682;8.6942;354.6799;4.86;620;267
13.01.2003;-18.1;-48.95;-97.25;-144.5;-15.3;NA;NA;NA;-21.95;-59.35;-117.05;-174.5;207.5;NA;NA;NA;304;763.5;982;910;-39.65;-102.35;NA;NA;-15.1;-40.14999;NA;NA;21.05;57.8;118.5;180;-9.4;NA;NA;NA;1.38595;0.9476;1.54135;1.71663;1.845;0.62505;118.93;6.9303;8.6847;354.6299;4.83;618.5;255
14.01.2003;-18.15;-49.05;-97;-143.25;-14.94;NA;NA;NA;-21.15;-58.85;-115.55;-170.5;200.5;NA;NA;NA;296;770;982;910;-38.15;-102.45;NA;NA;-14.57;-39.75;NA;NA;20.65;58;119.5;180;-9.1;NA;NA;NA;1.3865;0.94429;1.5406;1.71267;1.8443;0.6231;118.115;6.9214;8.6601;351.5;4.76;620.5;250
15.01.2003;-17.07;-49.35;-96.5;-142.4;-14.48;NA;NA;NA;-20.35;-58.9;-114.75;-169.5;196.5;NA;NA;NA;293.5;823;982;910;-36.75;-102.65;NA;NA;-14.05;-39.75;NA;NA;20.9;59;125.5;192;-8.95;NA;NA;NA;1.38515;0.94438;1.53655;1.71235;1.8467;0.62315;118.135;6.8952;8.6637;350.6499;4.76;616;245.4
16.01.2003;-17.2;-49.8;-97.9;-145.25;-14.1;NA;NA;NA;-21.9;-58.8;-116;-170.98;189.5;NA;NA;NA;279;780;982;910;-35.15;-103.15;NA;NA;-13.6;-39.75;NA;NA;20.35;59;125;192;-8.6;NA;NA;NA;1.3749;0.94554;1.535;1.70657;1.8292;0.6207;117.865;6.8732;8.6893;358.1299;4.83;619;250
17.01.2003;-17.3;-50;-98.2;-145.5;-14.23;NA;NA;NA;-21.95;-59.3;-117;-173.5;187.5;NA;NA;NA;276.5;771;982;910;-35.3;-103.5;NA;NA;-13.57;-39.25;NA;NA;19.55;59;125.5;192;-8.75;NA;NA;NA;1.36875;0.93835;1.5356;1.69097;1.8106;0.61995;117.745;6.8359;8.6315;356.48;4.8;627;258
20.01.2003;-17.8;-49.2;-96.75;-142.85;-14.75;NA;NA;NA;-21.35;-59.25;-116.5;-173.5;197.5;NA;NA;NA;295;765;982;910;-36.65;-102.35;NA;NA;-14.05;-39.25;NA;NA;20.75;58.7;125.5;192;-9;NA;NA;NA;1.3677;0.93712;1.5351;1.69494;1.806;0.62195;118;6.8626;8.6079;356.25;4.8;627;259.5
21.01.2003;-17.35;-49.4;-97;-143.5;-14.45;NA;NA;NA;-20.65;-59.3;-116.75;-172.5;191.5;NA;NA;NA;288.5;774;982;910;-36.25;-102.25;NA;NA;-14.13;-39.45;NA;NA;20.65;60;128;200;-8.85;NA;NA;NA;1.363;0.93642;1.5327;1.70225;1.8298;0.6183;118.145;6.9274;8.6172;358.1499;4.82;630;264
22.01.2003;-17.25;-49.2;-96.2;-142;-14.23;NA;NA;NA;-20.4;-58.5;-114.5;-168.48;185.5;NA;NA;NA;276.5;773;982;910;-35.65;-102.55;NA;NA;-13.55;-39.14999;NA;NA;19.85;59.75;131;207;-8.85;NA;NA;NA;1.364;0.93414;1.5309;1.70492;1.8464;0.6179;118.335;6.9062;8.6422;361;4.84;644;271.75
23.01.2003;-16.85;-49.65;-97.7;-144;-14.15;NA;NA;NA;-20.05;-58.8;-116.05;-171;187;NA;NA;NA;277.5;782;982;910;-36.25;-104.65;NA;NA;-13.5;-39.2;NA;NA;18.95;59.5;130.5;204.5;-8.65;NA;NA;NA;1.3619;0.92954;1.5249;1.69101;1.8202;0.6161;118.075;6.9303;8.6056;363.5698;4.78;652;268.5
24.01.2003;-16.9;-49.7;-97.75;-144.3;-14.27;NA;NA;NA;-20.05;-59.45;-116.5;-171;186.5;NA;NA;NA;277.5;779;982;910;-35.85;-103.25;NA;NA;-13.48;-38.60001;NA;NA;18.85;60;131;204;-8.55;NA;NA;NA;1.354;0.92473;1.5191;1.69094;1.8182;0.61245;117.805;6.8854;8.5301;368.6299;4.88;643;264.5
27.01.2003;-16.35;-49.65;-97.5;-143.5;-13.88;NA;NA;NA;-19.45;-59.5;-116;-170.5;178.5;NA;NA;NA;269.5;775;982;910;-34.45;-102.95;NA;NA;-13.35;-39.5;NA;NA;18.95;59.9;131;207;-8.25;NA;NA;NA;1.3527;0.92362;1.5256;1.68704;1.8272;0.6109;118.395;6.8963;8.5245;369.8799;4.83;644;263.5
28.01.2003;-15.75;-49.4;-98.2;-144.25;-13.35;NA;NA;NA;-18.65;-58.8;-116.55;-170.5;173.5;NA;NA;NA;261.5;780;982;910;-33.55;-103.15;NA;NA;-13;-39.075;NA;NA;18.45;60;132.5;210;-7.75;NA;NA;NA;1.3577;0.92276;1.5277;1.6994;1.8315;0.6096;118.68;6.8971;8.5341;369.48;4.87;643;264.5
29.01.2003;-15.73;-50.6;-98.6;-143.7;-12.83;NA;NA;NA;-18.75;-60.3;-117.75;-171;165.5;NA;NA;NA;250;760;982;910;-32.95;-102.95;NA;NA;-12.3;-38.85001;NA;NA;17.35;59.5;134;209;-7.55;NA;NA;NA;1.35555;0.9203;1.5213;1.6926;1.8208;0.60715;118.465;6.8706;8.4742;366.3799;4.81;654;268
30.01.2003;-15.95;-50.2;-98.8;-146.5;-12.73;NA;NA;NA;-19.1;-59.45;-116.75;-171.5;166.5;NA;NA;NA;251.5;774;982;910;-33.15;-106.95;NA;NA;-12.45;-40.14999;NA;NA;17.25;59.75;133;213.5;-7.75;NA;NA;NA;1.35675;0.92989;1.5283;1.70126;1.8315;0.60435;119.015;6.8903;8.5279;370.1299;4.88;668;258
31.01.2003;-15.8;-50.2;-98.7;-144.3;-12.8;NA;NA;NA;-19.15;-59.95;-117;-171;165.5;NA;NA;NA;248.5;758;982;910;-33.35;-106.1;NA;NA;-12.48;-40.10001;NA;NA;17.25;61.8;135;213;-7.75;NA;NA;NA;1.3637;0.93153;1.52125;1.7009;1.8359;0.60685;119.885;6.9478;8.6128;368.48;4.84;667;260
03.02.2003;-15.55;-49.05;-97.15;-143.1;-12.85;NA;NA;NA;-19;-58.85;-116.5;-170;167.5;NA;NA;NA;252;760;982;910;-33.3;-104.85;NA;NA;-12.55;-40.64999;NA;NA;17.15;61;135.5;213;-7.75;NA;NA;NA;1.3615;0.93153;1.5174;1.71545;1.8325;0.6086;120.31;6.9712;8.5897;371.3499;4.84;698;266
04.02.2003;-15.65;-48.95;-97.5;-143.5;-12.82;NA;NA;NA;-19;-60.1;-117.25;-171;167.5;NA;NA;NA;252.5;748;982;910;-32.75;-103;NA;NA;-12.45;-39.25;NA;NA;17.15;59.9;134;213.5;-7.55;NA;NA;NA;1.3471;0.92013;1.515;1.69664;1.8188;0.6064;119.755;6.9168;8.505;382;4.92;700;268
05.02.2003;-15.8;-50.4;-98.5;-143.3;-12.75;NA;NA;NA;-18.95;-60.5;-117.5;-170.7;166.1;NA;NA;NA;253.5;753;982;910;-32.25;-101.5;NA;NA;-12.35;-39.14999;NA;NA;17.15;59.5;132.75;213;-7.65;NA;NA;NA;1.3603;0.92328;1.521;1.6888;1.8238;0.6094;120;6.9671;8.535;372.25;4.74;687;264
06.02.2003;-15.75;-49.4;-95.95;-141.1;-12.78;NA;NA;NA;-18.95;-59.5;-116.55;-169;165.5;NA;NA;NA;251;762.5;982;910;-30.15;-96.35001;NA;NA;-12.5;-39.85001;NA;NA;17.15;59;131;209;-7.65;NA;NA;NA;1.35475;0.92311;1.5168;1.69349;1.8208;0.61075;119.875;6.9275;8.4781;370.75;4.68;678;251
07.02.2003;-15.65;-49.15;-95.5;-140.7;-12.8;NA;NA;NA;-18.95;-59.55;-115.7;-169;166.5;NA;NA;NA;251;755;982;910;-30.35;-94.35001;NA;NA;-12.3;-38.85001;NA;NA;16.95;60;131.5;210;-7.65;NA;NA;NA;1.3549;0.92413;1.5207;1.69441;1.8182;0.61295;120.325;6.9243;8.471;369.8999;4.64;686;252
10.02.2003;-15.68;-49.05;-97.25;-142.7;-12.7;NA;NA;NA;-18.95;-58.95;-116;-169.25;167.5;NA;NA;NA;251;751;982;910;-30.08;-93.3;NA;NA;-12.55;-39.5;NA;NA;17.05;59;131.5;209;-7.94;NA;NA;NA;1.3659;0.92842;1.5295;1.6867;1.8198;0.61485;121.245;6.9285;8.5087;362.98;4.6;681;251.5
11.02.2003;-15.65;-49.4;-96.45;-141.5;-12.65;NA;NA;NA;-19.05;-59.15;-117;-171.98;167.5;NA;NA;NA;251;752.5;982;910;-29.32;-92.3;NA;NA;-12.4;-39.2;NA;NA;17.25;59.5;130.5;208;-7.4;NA;NA;NA;1.3672;0.93353;1.5297;1.69812;1.8136;0.61785;121.015;6.97;8.54;363.6799;4.58;677;253
12.02.2003;-15.63;-49.15;-95.3;-139.25;-12.6;NA;NA;NA;-19.1;-59.75;-116.5;-170.98;166.5;NA;NA;NA;251;754.5;982;910;-28.75;-91.85001;NA;NA;-12.4;-39.05;NA;NA;17.45;58.25;127;201;-7.6;NA;NA;NA;1.3703;0.93153;1.5289;1.68949;1.8215;0.6184;121.24;6.962;8.5012;352.8799;4.5;692;252.5
13.02.2003;-15.7;-49.15;-96.1;-141;-12.56;NA;NA;NA;-19.15;-60.4;-117.75;-171.5;164;NA;NA;NA;247.5;754;982;910;-29.35;-92.64999;NA;NA;-12.32;-39.39999;NA;NA;17.25;58;126.5;200;-9.2;NA;NA;NA;1.3562;0.92345;1.5178;1.69324;1.7995;0.61755;120.66;6.9446;8.4196;356.75;4.54;688;254
14.02.2003;-15.75;-49.55;-96.55;-141.8;-12.48;NA;NA;NA;-19.05;-60.55;-117.75;-172;166.5;NA;NA;NA;246.5;756;982;910;-29.15;-92.64999;NA;NA;-12.3;-39.35001;NA;NA;17.25;59.5;127.5;201;-7.55;NA;NA;NA;1.3615;0.92644;1.5229;1.68497;1.8116;0.6195;120.31;6.9704;8.4322;351;4.53;695;253
17.02.2003;-15.68;-48.9;-96.75;-141.9;-12.5;NA;NA;NA;-19.05;-59.65;-117.25;-170;166.5;NA;NA;NA;245;745;982;910;-28.85;-90.64999;NA;NA;-12.3;-39;NA;NA;17.25;59.5;127.5;202;-7.55;NA;NA;NA;1.3708;0.93145;1.5208;1.69637;1.8116;0.6254;120.165;7.0082;8.4888;347;4.5;695;251.5
